aug 9/10:33:12.246 DEBUG2 : 		

StartSession()

aug 9/10:33:12.246 INFO   : Debug Log(info): Loading the I-jet driver
aug 9/10:34:56.146 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.146 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.146 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.146 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.146 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.146 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.147 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.147 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.147 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:56.147 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:56.159 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.159 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.160 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.160 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.161 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.161 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.161 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.161 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.162 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.162 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.162 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.162 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.162 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:56.162 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:56.175 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.175 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.176 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.176 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.177 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.177 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.177 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.177 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.177 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.177 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.178 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.178 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.179 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:56.179 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:56.191 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.191 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.191 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.191 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.192 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.192 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.192 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.192 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.192 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.192 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.192 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.192 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.193 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:56.193 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:56.206 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.206 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.207 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.207 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.208 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.208 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.209 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.209 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.210 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.210 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.210 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.210 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.210 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:56.210 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:56.223 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.223 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.223 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.223 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.224 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.224 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.224 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.224 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.226 INFO   : Debug Log(info): CPU status - IN RESET
aug 9/10:34:56.659 INFO   : Debug Log(info): Notification to init-after-hw-reset hookup.

aug 9/10:34:56.659 INFO   : Notification to init-after-hw-reset hookup.

aug 9/10:34:56.659 DEBUG2 : 		<Call to _ExecDeviceProbeReset: macro undefined
aug 9/10:34:56.659 DEBUG2 : 		<Call to execUserProbeReset: macro undefined
aug 9/10:34:56.659 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.659 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.660 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.660 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.661 INFO   : Debug Log(info): CPU status FAILED
aug 9/10:34:56.661 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.661 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.662 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.662 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.662 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.662 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.662 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.662 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.662 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:56.662 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:56.675 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.675 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.676 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.676 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.677 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.677 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.677 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.677 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.678 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.678 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.678 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.678 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.678 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:56.678 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:56.691 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.691 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.691 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.691 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.692 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.692 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.692 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.692 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.692 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.692 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.693 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.693 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.693 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:56.693 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:56.707 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.707 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.708 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.708 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.709 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.709 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.709 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.709 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.710 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.710 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.710 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.710 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.710 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:56.710 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:56.723 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.723 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.723 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.723 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.724 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.724 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.724 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.724 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.725 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.725 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.725 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.725 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.725 INFO   : Debug Log(info): JTAG test failed - a SWD data parity error encountered.

aug 9/10:34:56.725 INFO   : JTAG test failed - a SWD data parity error encountered.

aug 9/10:34:56.725 INFO   : Debug Log(info): JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:56.725 INFO   : JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:56.725 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:56.725 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:56.739 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.739 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.739 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.739 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.740 INFO   : Debug Log(info): JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:56.740 INFO   : JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:56.740 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.740 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.740 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.740 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.741 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.741 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.741 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.741 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.741 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:56.741 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:56.755 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.755 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.755 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.755 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.756 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.756 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.756 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.756 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.757 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.757 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.757 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.757 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.757 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:56.757 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:56.770 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.770 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.771 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.771 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.772 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.772 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.772 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.772 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.772 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.772 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.773 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.773 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.773 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:56.773 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:56.785 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.785 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.786 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.786 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.787 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.787 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.788 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.788 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.789 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.789 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.789 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.789 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.789 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:56.789 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:56.801 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.801 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.801 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.801 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.802 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.802 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.803 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.803 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.803 INFO   : Debug Log(info): JTAG test failed - a SWD data parity error encountered.

aug 9/10:34:56.803 INFO   : JTAG test failed - a SWD data parity error encountered.

aug 9/10:34:56.803 INFO   : Debug Log(info): JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:56.803 INFO   : JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:56.803 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.803 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.803 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.803 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.803 INFO   : Debug Log(info): JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:56.803 INFO   : JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:56.803 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:56.803 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:56.817 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.817 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.818 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.818 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.819 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.819 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.820 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.820 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.821 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:56.821 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:56.821 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:56.821 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:56.823 INFO   : Debug Log(info): CPU status - IN RESET
aug 9/10:34:57.253 INFO   : Debug Log(info): Notification to init-after-hw-reset hookup.

aug 9/10:34:57.253 INFO   : Notification to init-after-hw-reset hookup.

aug 9/10:34:57.253 DEBUG2 : 		<Call to _ExecDeviceProbeReset: macro undefined
aug 9/10:34:57.253 DEBUG2 : 		<Call to execUserProbeReset: macro undefined
aug 9/10:34:57.253 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:57.253 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:57.254 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:57.254 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:57.254 INFO   : Debug Log(info): CPU status FAILED
aug 9/10:34:57.255 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:57.255 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:57.255 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:57.255 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:57.256 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:57.256 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:57.256 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:57.256 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:57.256 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:57.256 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:57.269 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:57.270 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:57.270 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:57.270 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:57.270 INFO   : Debug Log(info): JTAG test failed - a SWD data parity error encountered.

aug 9/10:34:57.270 INFO   : JTAG test failed - a SWD data parity error encountered.

aug 9/10:34:57.270 INFO   : Debug Log(info): JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:57.270 INFO   : JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:57.271 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:57.271 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:57.271 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:57.271 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:57.271 INFO   : Debug Log(info): JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:57.271 INFO   : JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:57.272 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:57.272 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:57.272 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:57.272 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:57.272 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:57.272 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:57.284 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:57.284 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:57.285 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:57.285 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:57.286 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:57.286 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:57.286 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:57.286 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:57.288 INFO   : Debug Log(info): CPU status - IN RESET
aug 9/10:34:57.710 INFO   : Debug Log(info): Notification to init-after-hw-reset hookup.

aug 9/10:34:57.710 INFO   : Notification to init-after-hw-reset hookup.

aug 9/10:34:57.710 DEBUG2 : 		<Call to _ExecDeviceProbeReset: macro undefined
aug 9/10:34:57.710 DEBUG2 : 		<Call to execUserProbeReset: macro undefined
aug 9/10:34:57.710 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:57.711 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:57.711 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:57.711 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:57.711 INFO   : Debug Log(info): CPU status FAILED
